Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0030433~ER-associated protein catabolic process	1	0.4694835680751174	1.0	RPS27A	187	24	13528	3.014260249554367	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0044236~multicellular organismal metabolic process	1	0.4694835680751174	1.0	COL5A1	187	37	13528	1.9551958375487786	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048839~inner ear development	1	0.4694835680751174	1.0	JAG1	187	79	13528	0.9157246327760102	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046753~non-lytic viral release	1	0.4694835680751174	1.0	TSG101	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032891~negative regulation of organic acid transport	1	0.4694835680751174	1.0	THBS1	187	10	13528	7.2342245989304805	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002089~lens morphogenesis in camera-type eye	1	0.4694835680751174	1.0	PVRL3	187	11	13528	6.576567817209527	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046689~response to mercury ion	1	0.4694835680751174	1.0	BSG	187	7	13528	10.334606569900686	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0034379~very-low-density lipoprotein particle assembly	1	0.4694835680751174	1.0	APOB	187	6	13528	12.057040998217468	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006971~hypotonic response	1	0.4694835680751174	1.0	ITGA2	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010894~negative regulation of steroid biosynthetic process	1	0.4694835680751174	1.0	APOE	187	8	13528	9.0427807486631	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002921~negative regulation of humoral immune response	1	0.4694835680751174	1.0	A2M	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051147~regulation of muscle cell differentiation	1	0.4694835680751174	1.0	RPS27A	187	39	13528	1.854929384341149	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007271~synaptic transmission, cholinergic	1	0.4694835680751174	1.0	APOE	187	14	13528	5.167303284950343	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045103~intermediate filament-based process	1	0.4694835680751174	1.0	KRT25	187	22	13528	3.2882839086047637	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048562~embryonic organ morphogenesis	1	0.4694835680751174	1.0	GNAS	187	133	13528	0.5439266615737204	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0005979~regulation of glycogen biosynthetic process	1	0.4694835680751174	1.0	ENPP1	187	14	13528	5.167303284950343	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046489~phosphoinositide biosynthetic process	1	0.4694835680751174	1.0	CD81	187	40	13528	1.8085561497326201	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009126~purine nucleoside monophosphate metabolic process	1	0.4694835680751174	1.0	NT5E	187	20	13528	3.6171122994652403	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009988~cell-cell recognition	1	0.4694835680751174	1.0	MFGE8	187	20	13528	3.6171122994652403	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009201~ribonucleoside triphosphate biosynthetic process	1	0.4694835680751174	1.0	RP2	187	99	13528	0.7307297574677253	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048704~embryonic skeletal system morphogenesis	1	0.4694835680751174	1.0	GNAS	187	57	13528	1.2691622103386808	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043162~ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1	0.4694835680751174	1.0	TSG101	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009595~detection of biotic stimulus	1	0.4694835680751174	1.0	SCARB1	187	18	13528	4.019013666072489	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0031640~killing of cells of another organism	1	0.4694835680751174	1.0	ALB	187	14	13528	5.167303284950343	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0060271~cilium morphogenesis	1	0.4694835680751174	1.0	DYNC2H1	187	33	13528	2.192189272403176	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048010~vascular endothelial growth factor receptor signaling pathway	1	0.4694835680751174	1.0	NRP1	187	11	13528	6.576567817209527	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0034605~cellular response to heat	1	0.4694835680751174	1.0	THBS1	187	13	13528	5.564788153023446	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045124~regulation of bone resorption	1	0.4694835680751174	1.0	AHSG	187	15	13528	4.822816399286987	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010888~negative regulation of lipid storage	1	0.4694835680751174	1.0	ITGAV	187	12	13528	6.028520499108734	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032890~regulation of organic acid transport	1	0.4694835680751174	1.0	THBS1	187	17	13528	4.255426234664989	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0047496~vesicle transport along microtubule	1	0.4694835680751174	1.0	KIF5B	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051715~cytolysis of cells of another organism	1	0.4694835680751174	1.0	ALB	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006702~androgen biosynthetic process	1	0.4694835680751174	1.0	SCARB1	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051028~mRNA transport	1	0.4694835680751174	1.0	NUP214	187	87	13528	0.831520068842584	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046824~positive regulation of nucleocytoplasmic transport	1	0.4694835680751174	1.0	GSK3B	187	22	13528	3.2882839086047637	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033628~regulation of cell adhesion mediated by integrin	1	0.4694835680751174	1.0	ADAM9	187	7	13528	10.334606569900686	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051659~maintenance of mitochondrion location	1	0.4694835680751174	1.0	ALB	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045987~positive regulation of smooth muscle contraction	1	0.4694835680751174	1.0	ITGA2	187	18	13528	4.019013666072489	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006007~glucose catabolic process	1	0.4694835680751174	1.0	ENO2	187	58	13528	1.247280103263876	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0019217~regulation of fatty acid metabolic process	1	0.4694835680751174	1.0	CAB39	187	49	13528	1.4763723671286695	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0019836~hemolysis by symbiont of host erythrocytes	1	0.4694835680751174	1.0	ALB	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010543~regulation of platelet activation	1	0.4694835680751174	1.0	APOE	187	8	13528	9.0427807486631	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046651~lymphocyte proliferation	1	0.4694835680751174	1.0	FKBP1A	187	42	13528	1.7224344283167812	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006800~oxygen and reactive oxygen species metabolic process	1	0.4694835680751174	1.0	PXDN	187	67	13528	1.0797350147657434	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010923~negative regulation of phosphatase activity	1	0.4694835680751174	1.0	FKBP1A	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051657~maintenance of organelle location	1	0.4694835680751174	1.0	ALB	187	3	13528	24.114081996434937	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046051~UTP metabolic process	1	0.4694835680751174	1.0	RP2	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048661~positive regulation of smooth muscle cell proliferation	1	0.4694835680751174	1.0	ITGA2	187	31	13528	2.3336208383646713	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0015711~organic anion transport	1	0.4694835680751174	1.0	SLC16A3	187	44	13528	1.6441419543023819	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0016311~dephosphorylation	1	0.4694835680751174	1.0	PTPRA	187	154	13528	0.46975484408639484	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009220~pyrimidine ribonucleotide biosynthetic process	1	0.4694835680751174	1.0	RP2	187	15	13528	4.822816399286987	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051327~M phase of meiotic cell cycle	1	0.4694835680751174	1.0	HSPA2	187	98	13528	0.7381861835643347	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009145~purine nucleoside triphosphate biosynthetic process	1	0.4694835680751174	1.0	RP2	187	99	13528	0.7307297574677253	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007263~nitric oxide mediated signal transduction	1	0.4694835680751174	1.0	APOE	187	14	13528	5.167303284950343	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046488~phosphatidylinositol metabolic process	1	0.4694835680751174	1.0	CD81	187	17	13528	4.255426234664989	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032386~regulation of intracellular transport	1	0.4694835680751174	1.0	GSK3B	187	71	13528	1.0189048730888002	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006241~CTP biosynthetic process	1	0.4694835680751174	1.0	RP2	187	10	13528	7.2342245989304805	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0001946~lymphangiogenesis	1	0.4694835680751174	1.0	CCBE1	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033032~regulation of myeloid cell apoptosis	1	0.4694835680751174	1.0	CD44	187	8	13528	9.0427807486631	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006907~pinocytosis	1	0.4694835680751174	1.0	AHSG	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006470~protein amino acid dephosphorylation	1	0.4694835680751174	1.0	PTPRA	187	133	13528	0.5439266615737204	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0003001~generation of a signal involved in cell-cell signaling	1	0.4694835680751174	1.0	STX4	187	85	13528	0.8510852469329977	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0003081~regulation of systemic arterial blood pressure by renin-angiotensin	1	0.4694835680751174	1.0	ECE1	187	11	13528	6.576567817209527	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0052025~modification by symbiont of host cell membrane	1	0.4694835680751174	1.0	ALB	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009755~hormone-mediated signaling	1	0.4694835680751174	1.0	GNAS	187	52	13528	1.3911970382558616	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0003100~regulation of systemic arterial blood pressure by endothelin	1	0.4694835680751174	1.0	ECE1	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007097~nuclear migration	1	0.4694835680751174	1.0	CDC42	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010758~regulation of macrophage chemotaxis	1	0.4694835680751174	1.0	THBS1	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0001952~regulation of cell-matrix adhesion	1	0.4694835680751174	1.0	THBS1	187	27	13528	2.679342444048326	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043588~skin development	1	0.4694835680751174	1.0	COL5A1	187	29	13528	2.494560206527752	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002920~regulation of humoral immune response	1	0.4694835680751174	1.0	A2M	187	12	13528	6.028520499108734	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043278~response to morphine	1	0.4694835680751174	1.0	GNAO1	187	16	13528	4.52139037433155	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0048284~organelle fusion	1	0.4694835680751174	1.0	GNAI3	187	21	13528	3.4448688566335623	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007342~fusion of sperm to egg plasma membrane	1	0.4694835680751174	1.0	CD9	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0021799~cerebral cortex radially oriented cell migration	1	0.4694835680751174	1.0	RAC1	187	8	13528	9.0427807486631	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033500~carbohydrate homeostasis	1	0.4694835680751174	1.0	PLSCR3	187	49	13528	1.4763723671286695	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042026~protein refolding	1	0.4694835680751174	1.0	FKBP1A	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0050730~regulation of peptidyl-tyrosine phosphorylation	1	0.4694835680751174	1.0	CD81	187	68	13528	1.0638565586662472	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0050905~neuromuscular process	1	0.4694835680751174	1.0	RAC3	187	62	13528	1.1668104191823356	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033700~phospholipid efflux	1	0.4694835680751174	1.0	APOE	187	10	13528	7.2342245989304805	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009208~pyrimidine ribonucleoside triphosphate metabolic process	1	0.4694835680751174	1.0	RP2	187	10	13528	7.2342245989304805	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043171~peptide catabolic process	1	0.4694835680751174	1.0	ECE1	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0000082~G1/S transition of mitotic cell cycle	1	0.4694835680751174	1.0	ITGB1	187	56	13528	1.2918258212375857	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010746~regulation of plasma membrane long-chain fatty acid transport	1	0.4694835680751174	1.0	THBS1	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0019067~viral assembly, maturation, egress, and release	1	0.4694835680751174	1.0	TSG101	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0031584~activation of phospholipase D activity	1	0.4694835680751174	1.0	GNA13	187	3	13528	24.114081996434937	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0014823~response to activity	1	0.4694835680751174	1.0	ITGA2	187	12	13528	6.028520499108734	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002543~activation of blood coagulation via clotting cascade	1	0.4694835680751174	1.0	F3	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0000320~re-entry into mitotic cell cycle	1	0.4694835680751174	1.0	GSK3B	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051340~regulation of ligase activity	1	0.4694835680751174	1.0	RPS27A	187	81	13528	0.8931141480161088	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032908~regulation of transforming growth factor-beta1 production	1	0.4694835680751174	1.0	THBS1	187	3	13528	24.114081996434937	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042491~auditory receptor cell differentiation	1	0.4694835680751174	1.0	JAG1	187	18	13528	4.019013666072489	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046474~glycerophospholipid biosynthetic process	1	0.4694835680751174	1.0	CD81	187	68	13528	1.0638565586662472	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0015827~tryptophan transport	1	0.4694835680751174	1.0	SLC3A2	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033875~ribonucleoside bisphosphate metabolic process	1	0.4694835680751174	1.0	ENPP1	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009207~purine ribonucleoside triphosphate catabolic process	1	0.4694835680751174	1.0	RHOQ	187	19	13528	3.8074866310160425	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0022417~protein maturation by protein folding	1	0.4694835680751174	1.0	FKBP1A	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009128~purine nucleoside monophosphate catabolic process	1	0.4694835680751174	1.0	NT5E	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033591~response to L-ascorbic acid	1	0.4694835680751174	1.0	ITGA2	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051251~positive regulation of lymphocyte activation	1	0.4694835680751174	1.0	CD47	187	97	13528	0.7457963504052043	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0044003~modification by symbiont of host morphology or physiology	1	0.4694835680751174	1.0	ALB	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0008217~regulation of blood pressure	1	0.4694835680751174	1.0	ECE1	187	100	13528	0.7234224598930481	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0034370~triglyceride-rich lipoprotein particle remodeling	1	0.4694835680751174	1.0	APOE	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0055010~ventricular cardiac muscle morphogenesis	1	0.4694835680751174	1.0	FKBP1A	187	22	13528	3.2882839086047637	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007015~actin filament organization	1	0.4694835680751174	1.0	RAC1	187	72	13528	1.0047534165181222	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046461~neutral lipid catabolic process	1	0.4694835680751174	1.0	APOB	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0000060~protein import into nucleus, translocation	1	0.4694835680751174	1.0	F2	187	34	13528	2.1277131173324944	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0060538~skeletal muscle organ development	1	0.4694835680751174	1.0	IGSF8	187	66	13528	1.096094636201588	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032288~myelin assembly	1	0.4694835680751174	1.0	CD9	187	4	13528	18.0855614973262	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042303~molting cycle	1	0.4694835680751174	1.0	KRT25	187	43	13528	1.682377813704763	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0030260~entry into host cell	1	0.4694835680751174	1.0	CD81	187	11	13528	6.576567817209527	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006183~GTP biosynthetic process	1	0.4694835680751174	1.0	RP2	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010762~regulation of fibroblast migration	1	0.4694835680751174	1.0	THBS1	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0018105~peptidyl-serine phosphorylation	1	0.4694835680751174	1.0	GSK3B	187	29	13528	2.494560206527752	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042987~amyloid precursor protein catabolic process	1	0.4694835680751174	1.0	FKBP1A	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007606~sensory perception of chemical stimulus	1	0.4694835680751174	1.0	GNAS	187	478	13528	0.1513436108562862	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045730~respiratory burst	1	0.4694835680751174	1.0	CD55	187	13	13528	5.564788153023446	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0050806~positive regulation of synaptic transmission	1	0.4694835680751174	1.0	RPS27A	187	34	13528	2.1277131173324944	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006094~gluconeogenesis	1	0.4694835680751174	1.0	ENO2	187	25	13528	2.8936898395721924	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046827~positive regulation of protein export from nucleus	1	0.4694835680751174	1.0	GSK3B	187	3	13528	24.114081996434937	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009895~negative regulation of catabolic process	1	0.4694835680751174	1.0	GSK3A	187	37	13528	1.9551958375487786	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007140~male meiosis	1	0.4694835680751174	1.0	HSPA2	187	21	13528	3.4448688566335623	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046164~alcohol catabolic process	1	0.4694835680751174	1.0	ENO2	187	81	13528	0.8931141480161088	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006880~intracellular sequestering of iron ion	1	0.4694835680751174	1.0	FTH1	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045940~positive regulation of steroid metabolic process	1	0.4694835680751174	1.0	APOE	187	14	13528	5.167303284950343	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051258~protein polymerization	1	0.4694835680751174	1.0	RAC1	187	49	13528	1.4763723671286695	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033365~protein localization in organelle	1	0.4694835680751174	1.0	F2	187	146	13528	0.49549483554318363	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010745~negative regulation of foam cell differentiation	1	0.4694835680751174	1.0	ITGAV	187	12	13528	6.028520499108734	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0016052~carbohydrate catabolic process	1	0.4694835680751174	1.0	ENO2	187	109	13528	0.6636903301771083	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0016049~cell growth	1	0.4694835680751174	1.0	SLC3A2	187	61	13528	1.1859384588410624	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010819~regulation of T cell chemotaxis	1	0.4694835680751174	1.0	ADAM10	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009260~ribonucleotide biosynthetic process	1	0.4694835680751174	1.0	RP2	187	124	13528	0.5834052095911678	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051054~positive regulation of DNA metabolic process	1	0.4694835680751174	1.0	HRAS	187	56	13528	1.2918258212375857	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002763~positive regulation of myeloid leukocyte differentiation	1	0.4694835680751174	1.0	GNAS	187	18	13528	4.019013666072489	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006898~receptor-mediated endocytosis	1	0.4694835680751174	1.0	APOE	187	53	13528	1.3649480375340528	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046365~monosaccharide catabolic process	1	0.4694835680751174	1.0	ENO2	187	71	13528	1.0189048730888002	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051281~positive regulation of release of sequestered calcium ion into cytosol	1	0.4694835680751174	1.0	F2	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0015820~leucine transport	1	0.4694835680751174	1.0	SLC3A2	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007051~spindle organization	1	0.4694835680751174	1.0	AURKA	187	45	13528	1.6076054664289958	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042593~glucose homeostasis	1	0.4694835680751174	1.0	PLSCR3	187	49	13528	1.4763723671286695	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006658~phosphatidylserine metabolic process	1	0.4694835680751174	1.0	SERINC5	187	7	13528	10.334606569900686	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006606~protein import into nucleus	1	0.4694835680751174	1.0	F2	187	86	13528	0.8411889068523815	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009306~protein secretion	1	0.4694835680751174	1.0	GNAS	187	31	13528	2.3336208383646713	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010813~neuropeptide catabolic process	1	0.4694835680751174	1.0	ECE1	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0042744~hydrogen peroxide catabolic process	1	0.4694835680751174	1.0	PXDN	187	17	13528	4.255426234664989	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0014911~positive regulation of smooth muscle cell migration	1	0.4694835680751174	1.0	ITGA2	187	6	13528	12.057040998217468	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007595~lactation	1	0.4694835680751174	1.0	MET	187	28	13528	2.5836516424751714	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006397~mRNA processing	1	0.4694835680751174	1.0	DHX15	187	321	13528	0.22536525230313023	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0050435~beta-amyloid metabolic process	1	0.4694835680751174	1.0	FKBP1A	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045893~positive regulation of transcription, DNA-dependent	1	0.4694835680751174	1.0	RHOQ	187	477	13528	0.15166089305933922	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046822~regulation of nucleocytoplasmic transport	1	0.4694835680751174	1.0	GSK3B	187	58	13528	1.247280103263876	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0040023~establishment of nucleus localization	1	0.4694835680751174	1.0	CDC42	187	7	13528	10.334606569900686	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0002581~negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1	0.4694835680751174	1.0	THBS1	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0045026~plasma membrane fusion	1	0.4694835680751174	1.0	CD9	187	11	13528	6.576567817209527	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051260~protein homooligomerization	1	0.4694835680751174	1.0	VWF	187	95	13528	0.7614973262032085	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0009169~purine ribonucleoside monophosphate catabolic process	1	0.4694835680751174	1.0	NT5E	187	2	13528	36.1711229946524	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006750~glutathione biosynthetic process	1	0.4694835680751174	1.0	GGT1	187	10	13528	7.2342245989304805	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0050708~regulation of protein secretion	1	0.4694835680751174	1.0	ADAM9	187	58	13528	1.247280103263876	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051352~negative regulation of ligase activity	1	0.4694835680751174	1.0	RPS27A	187	67	13528	1.0797350147657434	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0051642~centrosome localization	1	0.4694835680751174	1.0	NIN	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046464~acylglycerol catabolic process	1	0.4694835680751174	1.0	APOB	187	9	13528	8.038027332144978	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043900~regulation of multi-organism process	1	0.4694835680751174	1.0	AP2A1	187	31	13528	2.3336208383646713	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0046777~protein amino acid autophosphorylation	1	0.4694835680751174	1.0	MET	187	85	13528	0.8510852469329977	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0070301~cellular response to hydrogen peroxide	1	0.4694835680751174	1.0	PXDN	187	18	13528	4.019013666072489	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0043126~regulation of 1-phosphatidylinositol 4-kinase activity	1	0.4694835680751174	1.0	CD81	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0033034~positive regulation of myeloid cell apoptosis	1	0.4694835680751174	1.0	CD44	187	3	13528	24.114081996434937	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007034~vacuolar transport	1	0.4694835680751174	1.0	CHMP5	187	32	13528	2.260695187165775	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0006904~vesicle docking during exocytosis	1	0.4694835680751174	1.0	STX4	187	24	13528	3.014260249554367	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0010816~calcitonin catabolic process	1	0.4694835680751174	1.0	ECE1	187	1	13528	72.3422459893048	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0032234~regulation of calcium ion transport via store-operated calcium channel activity	1	0.4694835680751174	1.0	STIM2	187	5	13528	14.468449197860961	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0030098~lymphocyte differentiation	1	0.4694835680751174	1.0	ITGB1	187	103	13528	0.7023519028087846	1.0	1.0	100.0
GOTERM_BP_FAT	GO:0007259~JAK-STAT cascade	1	0.4694835680751174	1.0	F2	187	39	13528	1.854929384341149	1.0	1.0	100.0
